%SeriesCode,SeriesLabel,MetricName,CalculationType,DefaultScale,TableId:LineNo,SeriesCodeParents
W968RC,"By government","Current Dollars","Level",-6,T51100:35|U51100:35,W957RC
W969RC,"Capital transfer receipts","Current Dollars","Level",-6,T30300:36|T51100:38|U51100:38,W968RC
W970RC,"Disaster-related insurance benefits","Current Dollars","Level",-6,T51100:39|U51100:39,W969RC
W971RC,"By persons","Current Dollars","Level",-6,T51100:43|U51100:43,W957RC
W972RC,"Disaster-related insurance benefits","Current Dollars","Level",-6,T51100:44|U51100:44,W971RC
W973RC,"By the rest of the world","Current Dollars","Level",-6,T51100:46|U51100:46,W957RC
W974RC,"Other","Current Dollars","Level",-6,T51100:48|U51100:48,W973RC
W975RC,"By private business (2-25)","Current Dollars","Level",-6,T51100:49|U51100:49,NONE
W976RC,"Corporate business (3+6-26-29)","Current Dollars","Level",-6,T11200:29|T51100:50|U51100:50,NONE
W977RC,"Noncorporate business (7-32)","Current Dollars","Level",-6,T51100:51|U51100:51,NONE
W978RC,"By government (8-35)","Current Dollars","Level",-6,T51100:52|U51100:52,NONE
W979RC,"Federal (9-36)","Current Dollars","Level",-6,T51100:53|U51100:53,NONE
W980RC,"State and local (16-38)","Current Dollars","Level",-6,T51100:54|U51100:54,NONE
W981RC,"By persons (18-43)","Current Dollars","Level",-6,T51100:55|U51100:55,NONE
W982RC,"By the rest of the world (21-46)","Current Dollars","Level",-6,T51100:56|U51100:56,NONE
W986RC,"Households and institutions","Current Dollars","Level",-6,T50100:8,W202RC
W987RC,"Domestic business","Current Dollars","Level",-6,T50100:23,A006RC
W988RC,"Households and institutions","Current Dollars","Level",-6,T50100:24,A006RC
W989RC,"Domestic business","Current Dollars","Level",-6,T50100:30,W999RC
W990RC,"Households and institutions","Current Dollars","Level",-6,T50100:31,W999RC
W991RC,"Government","Current Dollars","Level",-6,T50100:32,W167RC
W992RC,"Federal","Current Dollars","Level",-6,T50100:33,W991RC
W993RC,"State and local","Current Dollars","Level",-6,T50100:34,W991RC
W994RC,"Private","Current Dollars","Level",-6,T50100:36,W162RC
W995RC,"Domestic business","Current Dollars","Level",-6,T50100:37,W994RC
W996RC,"Households and institutions","Current Dollars","Level",-6,T50100:38,W994RC
W997RC,"Domestic business","Current Dollars","Level",-6,T50100:44,NONE
W998RC,"Households and institutions","Current Dollars","Level",-6,T50100:45,NONE
W999RC,"Private","Current Dollars","Level",-6,T50100:29,W167RC
WKS20,"Food and kindred products","Chained Dollars","Level",-6,U001A2:17,NONE
WKS21,"Tobacco products","Chained Dollars","Level",-6,U001A2:18,NONE
WKS22,"Textile mill products","Chained Dollars","Level",-6,U001A2:19,NONE
WKS23,"Apparel products","Chained Dollars","Level",-6,U001A2:20,NONE
WKS24,"Lumber and wood products","Chained Dollars","Level",-6,U001A2:4,NONE
WKS25,"Furniture and fixtures","Chained Dollars","Level",-6,U001A2:5,NONE
WKS26,"Paper and allied products","Chained Dollars","Level",-6,U001A2:21,NONE
WKS27,"Printing and publishing","Chained Dollars","Level",-6,U001A2:22,NONE
WKS28,"Chemical and allied products","Chained Dollars","Level",-6,U001A2:23,NONE
WKS29,"Petroleum products","Chained Dollars","Level",-6,U001A2:24,NONE
WKS30,"Rubber and plastic products","Chained Dollars","Level",-6,U001A2:25,NONE
WKS31,"Leather and leather products","Chained Dollars","Level",-6,U001A2:26,NONE
WKS32,"Stone, clay, and glass products","Chained Dollars","Level",-6,U001A2:6,NONE
WKS33,"Primary metals","Chained Dollars","Level",-6,U001A2:7,NONE
WKS34,"Fabricated metals","Chained Dollars","Level",-6,U001A2:8,NONE
WKS35,"Industrial machinery","Chained Dollars","Level",-6,U001A2:9,NONE
WKS36,"Electronic machinery","Chained Dollars","Level",-6,U001A2:10,NONE
WKS37,"Transportation equipment","Chained Dollars","Level",-6,U001A2:11,NONE
WKS371,"Motor vehicles","Chained Dollars","Level",-6,U001A2:12,NONE
WKS37X,"Other","Chained Dollars","Level",-6,U001A2:13,NONE
WKS38,"Instruments","Chained Dollars","Level",-6,U001A2:14,NONE
WKS39,"Other manufacturing","Chained Dollars","Level",-6,U001A2:15,NONE
WKS5,"Trade total","Chained Dollars","Level",-6,U001A2:27,NONE
WKS501,"Motor vehicles","Chained Dollars","Level",-6,U001A2:31,NONE
WKS502,"Furniture and furnishings","Chained Dollars","Level",-6,U001A2:32,NONE
WKS503,"Lumber and construction","Chained Dollars","Level",-6,U001A2:33,NONE
WKS504,"Professional and commercial","Chained Dollars","Level",-6,U001A2:34,NONE
WKS505,"Metals and minerals","Chained Dollars","Level",-6,U001A2:35,NONE
WKS506,"Electrical goods","Chained Dollars","Level",-6,U001A2:36,NONE
WKS507,"Hardware and plumbing","Chained Dollars","Level",-6,U001A2:37,NONE
WKS508,"Machinery, equipment, and supplies","Chained Dollars","Level",-6,U001A2:38,NONE
WKS509,"Other durable goods","Chained Dollars","Level",-6,U001A2:39,NONE
WKS511,"Paper products","Chained Dollars","Level",-6,U001A2:41,NONE
WKS512,"Drugs and sundries","Chained Dollars","Level",-6,U001A2:42,NONE
WKS513,"Apparel and piece goods","Chained Dollars","Level",-6,U001A2:43,NONE
WKS514,"Groceries","Chained Dollars","Level",-6,U001A2:44,NONE
WKS515,"Farm products","Chained Dollars","Level",-6,U001A2:45,NONE
WKS516,"Chemical and allied products","Chained Dollars","Level",-6,U001A2:46,NONE
WKS517,"Petroleum products","Chained Dollars","Level",-6,U001A2:47,NONE
WKS518,"Alcoholic beverages","Chained Dollars","Level",-6,U001A2:48,NONE
WKS519,"Other nondurable goods","Chained Dollars","Level",-6,U001A2:49,NONE
WKS52,"Lumber and building stores","Chained Dollars","Level",-6,U001A2:56,NONE
WKS531,"Department stores","Chained Dollars","Level",-6,U001A2:62,NONE
WKS53X,"Other general merchandise stores","Chained Dollars","Level",-6,U001A2:63,NONE
WKS54,"Food stores","Chained Dollars","Level",-6,U001A2:60,NONE
WKS55,"Automotives","Chained Dollars","Level",-6,U001A2:53,NONE
WKS553,"Auto and home supply stores","Chained Dollars","Level",-6,U001A2:55,NONE
WKS56,"Apparel stores","Chained Dollars","Level",-6,U001A2:61,NONE
WKS57,"Furniture and furnishings","Chained Dollars","Level",-6,U001A2:57,NONE
WKS59X,"Other durable goods","Chained Dollars","Level",-6,U001A2:58,NONE
WKS5RX,"Addendum: Retail less motor vehicle","Chained Dollars","Level",-6,U001A2:51,NONE
WKS5WX,"Addendum: Wholesale less motor vehicle","Chained Dollars","Level",-6,U001A2:29,NONE
WKS5Y,"Other nondurable goods","Chained Dollars","Level",-6,U001A2:64,NONE
WKSMT,"Manufacturing and trade","Chained Dollars","Level",-6,U001A2:1,NONE
X023RC,"Gross national factor income","Current Dollars","Level",-6,T10705:29,NONE
X032RC,"Net national factor income","Current Dollars","Level",-6,T10705:32,NONE
X30,"Manufacturing industries","Current Dollars","Level",-6,U50705BM2:3|U50705BU2:3,B016RC
X30D,"Durable goods industries","Current Dollars","Level",-6,U50705BM2:4|U50705BU2:4,X30
X30DF,"Durable goods industries","Current Dollars","Level",-6,U50705BU2:36,X30F
X30DM,"Durable goods industries","Current Dollars","Level",-6,U50705BU2:30,X30M
X30DW,"Durable goods industries","Current Dollars","Level",-6,U50705BU2:33,X30W
X30F,"Finished goods","Current Dollars","Level",-6,U50705BU2:35,NONE
X30M,"Materials and supplies","Current Dollars","Level",-6,U50705BU2:29,NONE
X30N,"Nondurable goods industries","Current Dollars","Level",-6,U50705BM2:5|U50705BU2:17,X30
X30NF,"Nondurable goods industries","Current Dollars","Level",-6,U50705BU2:37,X30F
X30NM,"Nondurable goods industries","Current Dollars","Level",-6,U50705BU2:31,X30M
X30NW,"Nondurable goods industries","Current Dollars","Level",-6,U50705BU2:34,X30W
X30W,"Work-in-process","Current Dollars","Level",-6,U50705BU2:32,NONE
X311,"Food manufacturing","Current Dollars","Level",-6,U50705BU2:18,X30N
X312,"Beverage and tobacco product manufacturing","Current Dollars","Level",-6,U50705BU2:19,X30N
X313,"Textile mills","Current Dollars","Level",-6,U50705BU2:20,X30N
X314,"Textile product mills","Current Dollars","Level",-6,U50705BU2:21,X30N
X315,"Apparel manufacturing","Current Dollars","Level",-6,U50705BU2:22,X30N
X316,"Leather and allied product manufacturing","Current Dollars","Level",-6,U50705BU2:23,X30N
X321,"Wood product manufacturing","Current Dollars","Level",-6,U50705BU2:5,X30D
X322,"Paper manufacturing","Current Dollars","Level",-6,U50705BU2:24,X30N
X323,"Printing and related support activities","Current Dollars","Level",-6,U50705BU2:25,X30N
X324,"Petroleum and coal product manufacturing","Current Dollars","Level",-6,U50705BU2:26,X30N
X325,"Chemical manufacturing","Current Dollars","Level",-6,U50705BU2:27,X30N
X326,"Plastics and rubber product manufacturing","Current Dollars","Level",-6,U50705BU2:28,X30N
X327,"Nonmetallic mineral product manufacturing","Current Dollars","Level",-6,U50705BU2:6,X30D
X331,"Primary metal manufacturing","Current Dollars","Level",-6,U50705BU2:7,X30D
X332,"Fabricated metal product manufacturing","Current Dollars","Level",-6,U50705BU2:8,X30D
X333,"Machinery manufacturing","Current Dollars","Level",-6,U50705BU2:9,X30D
X334,"Computer and electronic product manufacturing","Current Dollars","Level",-6,U50705BU2:10,X30D
X335,"Electrical equipment, appliance, and component manufacturing","Current Dollars","Level",-6,U50705BU2:11,X30D
X336,"Transportation equipment manufacturing","Current Dollars","Level",-6,U50705BU2:12,X30D
X336MV,"Motor vehicle and parts manufacturing","Current Dollars","Level",-6,U50705BU2:13,X336
X336OT,"Other transportation equipment manufacturing","Current Dollars","Level",-6,U50705BU2:14,X336
X337,"Furniture and related product manufacturing","Current Dollars","Level",-6,U50705BU2:15,X30D
X339,"Miscellaneous durable goods manufacturing","Current Dollars","Level",-6,U50705BU2:16,X30D
X4211,"Motor vehicles, parts, and supplies wholesalers","Current Dollars","Level",-6,U50705BU2:43,X42WD
X4212,"Furniture and home furnishings wholesalers","Current Dollars","Level",-6,U50705BU2:44,X42WD
X4213,"Lumber and other construction materials wholesalers","Current Dollars","Level",-6,U50705BU2:45,X42WD
X4214,"Professional and commercial equipment wholesalers","Current Dollars","Level",-6,U50705BU2:46,X42WD
X42143,"Computers and software wholesalers","Current Dollars","Level",-6,U50705BU2:47,X4214
X4214X,"Other professional and commercial equipment wholesalers","Current Dollars","Level",-6,U50705BU2:48,X4214
X4215,"Metal and mineral (except petroleum) wholesalers","Current Dollars","Level",-6,U50705BU2:49,X42WD
X4216,"Electrical goods wholesalers","Current Dollars","Level",-6,U50705BU2:50,X42WD
X4217,"Hardware and plumbing and heating equipment wholesalers","Current Dollars","Level",-6,U50705BU2:51,X42WD
X4218,"Machinery, equipment, and supplies wholesalers","Current Dollars","Level",-6,U50705BU2:52,X42WD
X4219,"Miscellaneous durable goods wholesalers","Current Dollars","Level",-6,U50705BU2:53,X42WD
X4221,"Paper and paper products wholesalers","Current Dollars","Level",-6,U50705BU2:55,X42WN
X4222,"Drugs and druggists' sundries wholesalers","Current Dollars","Level",-6,U50705BU2:56,X42WN
X4223,"Apparel, piece goods, and notions wholesalers","Current Dollars","Level",-6,U50705BU2:57,X42WN
X4224,"Grocery and related products wholesalers","Current Dollars","Level",-6,U50705BU2:58,X42WN
X4225,"Farm product raw material wholesalers","Current Dollars","Level",-6,U50705BU2:59,X42WN
X4226,"Chemical and allied products wholesalers","Current Dollars","Level",-6,U50705BU2:60,X42WN
X4227,"Petroleum and petroleum products wholesalers","Current Dollars","Level",-6,U50705BU2:61,X42WN
X4228,"Beer, wine, and distilled alcoholic beverages wholesalers","Current Dollars","Level",-6,U50705BU2:62,X42WN
X4229,"Miscellaneous nondurable goods wholesalers","Current Dollars","Level",-6,U50705BU2:63,X42WN
X42N,"Nonmerchant wholesale industries","Current Dollars","Level",-6,U50705BM2:12|U50705BU2:64,NONE
X42ND,"Durable goods industries","Current Dollars","Level",-6,U50705BM2:13|U50705BU2:65,X42N
X42NN,"Nondurable goods industries","Current Dollars","Level",-6,U50705BM2:14|U50705BU2:66,X42N
X42W,"Merchant wholesale industries","Current Dollars","Level",-6,U50705BM2:9|U50705BU2:41,NONE
X42WD,"Durable goods industries","Current Dollars","Level",-6,U50705BM2:10|U50705BU2:42,X42W
X42WN,"Nondurable goods industries","Current Dollars","Level",-6,U50705BM2:11|U50705BU2:54,X42W
X44,"Retail trade industries","Current Dollars","Level",-6,U50705BM2:15|U50705BU2:67,B016RC
X441,"Motor vehicle and parts dealers","Current Dollars","Level",-6,U50705BM2:16|U50705BU2:68,X44
X4423,"Furniture, furnishings, electronics, and appliance stores","Current Dollars","Level",-6,U50705BU2:69,X44
X444,"Building material and garden equipment and supplies dealers","Current Dollars","Level",-6,U50705BU2:70,X44
X445,"Food and beverage stores","Current Dollars","Level",-6,U50705BM2:17|U50705BU2:71,X44
X448,"Clothing and clothing accessories stores","Current Dollars","Level",-6,U50705BU2:72,X44
X44X,"Other retail stores","Current Dollars","Level",-6,U50705BU2:76,X44
X44Y,"Other retail stores","Current Dollars","Level",-6,U50705BM2:19,X44
X452,"General merchandise stores","Current Dollars","Level",-6,U50705BM2:18|U50705BU2:73,X44
X4521,"Department stores","Current Dollars","Level",-6,U50705BU2:74,X452
X4529,"Other general merchandise stores","Current Dollars","Level",-6,U50705BU2:75,X452
XBV20,"Food and kindred products","Current Dollars","Level",-6,U50705AU2:17,NONE
XBV21,"Tobacco products","Current Dollars","Level",-6,U50705AU2:18,NONE
XBV22,"Textile mill products","Current Dollars","Level",-6,U50705AU2:19,NONE
XBV23,"Apparel products","Current Dollars","Level",-6,U50705AU2:20,NONE
XBV24,"Lumber and wood products","Current Dollars","Level",-6,U50705AU2:4,NONE
XBV25,"Furniture and fixtures","Current Dollars","Level",-6,U50705AU2:5,NONE
XBV26,"Paper and allied products","Current Dollars","Level",-6,U50705AU2:21,NONE
XBV27,"Printing and publish","Current Dollars","Level",-6,U50705AU2:22,NONE
XBV28,"Chemical and allied products","Current Dollars","Level",-6,U50705AU2:23,NONE
XBV29,"Petroleum products","Current Dollars","Level",-6,U50705AU2:24,NONE
XBV30,"Rubber and plastic products","Current Dollars","Level",-6,U50705AU2:25,NONE
XBV31,"Leather and leather products","Current Dollars","Level",-6,U50705AU2:26,NONE
XBV32,"Stone, clay, and glass products","Current Dollars","Level",-6,U50705AU2:6,NONE
XBV33,"Primary metals","Current Dollars","Level",-6,U50705AU2:7,NONE
XBV34,"Fabricated metals","Current Dollars","Level",-6,U50705AU2:8,NONE
XBV35,"Industrial machinery","Current Dollars","Level",-6,U50705AU2:9,NONE
XBV36,"Electronic machinery","Current Dollars","Level",-6,U50705AU2:10,NONE
XBV37,"Transportation equipment","Current Dollars","Level",-6,U50705AU2:11,NONE
XBV371,"Motor vehicles","Current Dollars","Level",-6,U50705AU2:12,NONE
XBV37X,"Other","Current Dollars","Level",-6,U50705AU2:13,NONE
XBV38,"Instruments","Current Dollars","Level",-6,U50705AU2:14,NONE
XBV39,"Miscellaneous manufacturing","Current Dollars","Level",-6,U50705AU2:15,NONE
XBV501,"Motor vehicles","Current Dollars","Level",-6,U50705AU2:41,NONE
XBV502,"Furniture and furnishings","Current Dollars","Level",-6,U50705AU2:42,NONE
XBV503,"Lumber and construction","Current Dollars","Level",-6,U50705AU2:43,NONE
XBV504,"Professional and commercial eqipment and supplies","Current Dollars","Level",-6,U50705AU2:44,NONE
XBV505,"Metals and minerals","Current Dollars","Level",-6,U50705AU2:45,NONE
XBV506,"Electrical goods","Current Dollars","Level",-6,U50705AU2:46,NONE
XBV507,"Hardware and plumbing","Current Dollars","Level",-6,U50705AU2:47,NONE
XBV508,"Machinery, equipment, and supplies","Current Dollars","Level",-6,U50705AU2:48,NONE
XBV509,"Other durable goods","Current Dollars","Level",-6,U50705AU2:49,NONE
XBV511,"Paper products","Current Dollars","Level",-6,U50705AU2:51,NONE
XBV512,"Drugs and sundries","Current Dollars","Level",-6,U50705AU2:52,NONE
XBV513,"Apparel and piece goods","Current Dollars","Level",-6,U50705AU2:53,NONE
XBV514,"Groceries","Current Dollars","Level",-6,U50705AU2:54,NONE
XBV515,"Farm products","Current Dollars","Level",-6,U50705AU2:55,NONE
XBV516,"Chemical and allied products","Current Dollars","Level",-6,U50705AU2:56,NONE
XBV517,"Petroleum products","Current Dollars","Level",-6,U50705AU2:57,NONE
XBV518,"Alcoholic beverages","Current Dollars","Level",-6,U50705AU2:58,NONE
XBV519,"Other nondurable goods","Current Dollars","Level",-6,U50705AU2:59,NONE
XBV52,"Lumber and building","Current Dollars","Level",-6,U50705AU2:66,NONE
XBV531,"Department stores","Current Dollars","Level",-6,U50705AU2:72,NONE
XBV53X,"Other general merchandise","Current Dollars","Level",-6,U50705AU2:73,NONE
XBV54,"Food stores","Current Dollars","Level",-6,U50705AU2:70,NONE
XBV55,"Automotives","Current Dollars","Level",-6,U50705AU2:65,NONE
XBV55X,"Motor vehicle dealers","Current Dollars","Level",-6,U50705AM2:16,NONE
XBV56,"Apparel stores","Current Dollars","Level",-6,U50705AU2:71,NONE
XBV57,"Furniture and furnishings","Current Dollars","Level",-6,U50705AU2:67,NONE
XBV59X,"Other durable goods","Current Dollars","Level",-6,U50705AU2:68,NONE
XBV5N,"Nonmerchant wholesale","Current Dollars","Level",-6,U50705AM2:11|U50705AU2:60,NONE
XBV5ND,"Durable goods","Current Dollars","Level",-6,U50705AM2:12|U50705AU2:61,NONE
XBV5NN,"Nondurable goods","Current Dollars","Level",-6,U50705AM2:13|U50705AU2:62,NONE
XBV5R,"Retail trade","Current Dollars","Level",-6,U50705AM2:14|U50705AU2:63,NONE
XBV5RD,"Durable goods","Current Dollars","Level",-6,U50705AM2:15|U50705AU2:64,NONE
XBV5RN,"Nondurable goods","Current Dollars","Level",-6,U50705AM2:18|U50705AU2:69,NONE
XBV5W,"Merchant wholesale","Current Dollars","Level",-6,U50705AM2:8|U50705AU2:39,NONE
XBV5WD,"Durable goods","Current Dollars","Level",-6,U50705AM2:9|U50705AU2:40,NONE
XBV5WN,"Nondurable goods","Current Dollars","Level",-6,U50705AM2:10|U50705AU2:50,NONE
XBV5Y,"Other nondurable goods","Current Dollars","Level",-6,U50705AU2:74,NONE
XBVAO,"Other","Current Dollars","Level",-6,U50705AM2:19|U50705AU2:75,NONE
XBVAOD,"Durable goods","Current Dollars","Level",-6,U50705AM2:20|U50705AU2:76,NONE
XBVAON,"Nondurable goods","Current Dollars","Level",-6,U50705AM2:21|U50705AU2:77,NONE
XBVM,"Manufacturing","Current Dollars","Level",-6,U50705AM2:2|U50705AU2:2,NONE
XBVMCG,"Other","Current Dollars","Level",-6,U50705AM2:17,NONE
XBVMD,"Durable goods","Current Dollars","Level",-6,U50705AM2:3|U50705AU2:3,NONE
XBVMDF,"Durable goods","Current Dollars","Level",-6,U50705AU2:34,NONE
XBVMDM,"Durable goods","Current Dollars","Level",-6,U50705AU2:28,NONE
XBVMDW,"Durable goods","Current Dollars","Level",-6,U50705AU2:31,NONE
XBVMF,"Finished goods","Current Dollars","Level",-6,U50705AU2:33,NONE
XBVMM,"Materials and supplies","Current Dollars","Level",-6,U50705AU2:27,NONE
XBVMN,"Nondurable goods","Current Dollars","Level",-6,U50705AM2:4|U50705AU2:16,NONE
XBVMNF,"Nondurable goods","Current Dollars","Level",-6,U50705AU2:35,NONE
XBVMNM,"Nondurable goods","Current Dollars","Level",-6,U50705AU2:29,NONE
XBVMNW,"Nondurable goods","Current Dollars","Level",-6,U50705AU2:32,NONE
XBVMW,"Work-in-process","Current Dollars","Level",-6,U50705AU2:30,NONE
XBVWT,"Wholesale trade","Current Dollars","Level",-6,U50705AM2:5|U50705AU2:36,NONE
XBVWTD,"Durable goods","Current Dollars","Level",-6,U50705AM2:6|U50705AU2:37,NONE
XBVWTN,"Nondurable goods","Current Dollars","Level",-6,U50705AM2:7|U50705AU2:38,NONE
XCMU,"Mining, utilities, and construction","Current Dollars","Level",-6,U50705BM2:2|U50705BU2:2,B016RC
XOTH,"Other industries","Current Dollars","Level",-6,U50705BM2:20|U50705BU2:77,B016RC
XWT,"Wholesale trade industries","Current Dollars","Level",-6,U50705BM2:6|U50705BU2:38,B016RC
XWTD,"Durable goods industries","Current Dollars","Level",-6,U50705BM2:7|U50705BU2:39,NONE
XWTN,"Nondurable goods industries","Current Dollars","Level",-6,U50705BM2:8|U50705BU2:40,NONE
Y0000C,"Capital consumption allowances","Current Dollars","Level",-6,T10705:8,NONE
Y0004C,"Capital consumption adjustment","Current Dollars","Level",-6,T10705:9|T70600:1,NONE
Y001AX,"Intellectual property products","Chained Dollars","Level",-6,T10106A:12,NONE
Y001BX,"Intellectual property products","Chained Dollars","Level",-6,T10106B:12,NONE
Y001CX,"Intellectual property products","Chained Dollars","Level",-6,T10106C:12,NONE
Y001DX,"Intellectual property products","Chained Dollars","Level",-6,T10106D:12,NONE
Y001RA,"Intellectual property products","Fisher Quantity Index","Level",0,T10103:12|T10503:37|T50203:19|T50303:16|T50603:1|U50203:19,NONE
Y001RC,"Intellectual property products","Current Dollars","Level",-6,T10105:12|T10505:37|T50205:19|T50305:16|T50605:1|T51000:13|U50205:19,A008RC
Y001RD,"Intellectual property products","Chained Dollar IPDs","Level",0,T10109:12,NONE
Y001RE,"Intellectual property products","Current Dollar Shares","Level",0,T10110:12,NONE
Y001RG,"Intellectual property products","Fisher Price Index","Level",0,T10104:12|T10504:37|T10604:35|T50304:16|T50604:1,NONE
Y001RJ,"Intellectual property products","Price Contributions","Level",0,T10108:12,NONE
Y001RL,"Intellectual property products","Fisher Quantity Index","Percent change, annual rate",0,T10101:12|T10501:37|T50301:16|T50601:1|T50602:1,NONE
Y001RO,"Intellectual property products","Fisher Quantity Index","Percent change, year ago",0,T10111:12,NONE
Y001RS,"Intellectual property products","Price Contributions","Level",0,T10608:35,NONE
Y001RV,"Intellectual property products","Fisher Price Index","Percent change, annual rate",0,T10107:12|T10607:35,NONE
Y001RX,"Intellectual property products","Chained Dollars","Level",-6,T10106:12|T10506:37|T50206:19|T50306:16|T50606:1|U50206:19,NONE
Y001RY,"Intellectual property products","Quantity Contributions","Level",0,T10102:12|T10502:37,NONE
Y001RZ,"Intellectual property products","Quantity Contributions","Level",0,T50302:16,NONE
Y003RA,"Prepackaged","Fisher Quantity Index","Level",0,T50603:3|U90400:22,NONE
Y003RC,"Prepackaged","Current Dollars","Level",-6,T50605:3|U90400:6,B985RC
Y003RG,"Prepackaged","Fisher Price Index","Level",0,T50604:3|U90400:17,NONE
Y003RL,"Prepackaged","Fisher Quantity Index","Percent change, annual rate",0,T50601:3,NONE
Y003RW,"Prepackaged","Quantity Contributions","Level",0,T50602:3,NONE
Y003RX,"Prepackaged","Chained Dollars","Level",-6,T50606:3|U90400:28,NONE
Y004RA,"Custom","Fisher Quantity Index","Level",0,T50603:4|U90400:23,NONE
Y004RC,"Custom","Current Dollars","Level",-6,T50605:4|U90400:7,B985RC
Y004RG,"Custom","Fisher Price Index","Level",0,T50604:4|U90400:18,NONE
Y004RL,"Custom","Fisher Quantity Index","Percent change, annual rate",0,T50601:4,NONE
Y004RW,"Custom","Quantity Contributions","Level",0,T50602:4,NONE
Y004RX,"Custom","Chained Dollars","Level",-6,T50606:4|U90400:29,NONE
Y005RA,"Own account","Fisher Quantity Index","Level",0,T50603:5|U90400:24,NONE
Y005RC,"Own account","Current Dollars","Level",-6,T50605:5|U90400:8,B985RC
Y005RG,"Own account","Fisher Price Index","Level",0,T50604:5|U90400:19,NONE
Y005RL,"Own account","Fisher Quantity Index","Percent change, annual rate",0,T50601:5,NONE
Y005RW,"Own account","Quantity Contributions","Level",0,T50602:5,NONE
Y005RX,"Own account","Chained Dollars","Level",-6,T50606:5|U90400:30,NONE
Y006RA,"Research and development","Fisher Quantity Index","Level",0,T10503:39|T50303:18|T50603:6,NONE
Y006RC,"Research and development","Current Dollars","Level",-6,T10505:39|T50305:18|T50605:6,Y001RC
Y006RG,"Research and development","Fisher Price Index","Level",0,T10504:39|T10604:37|T50304:18|T50604:6,NONE
Y006RL,"Research and development","Fisher Quantity Index","Percent change, annual rate",0,T10501:39|T50301:18|T50601:6,NONE
Y006RS,"Research and development","Price Contributions","Level",0,T10608:37,NONE
Y006RV,"Research and development","Fisher Price Index","Percent change, annual rate",0,T10607:37,NONE
Y006RW,"Research and development","Quantity Contributions","Level",0,T50602:6,NONE
Y006RX,"Research and development","Chained Dollars","Level",-6,T10506:39|T50306:18|T50606:6,NONE
Y006RY,"Research and development","Quantity Contributions","Level",0,T10502:39,NONE
Y006RZ,"Research and development","Quantity Contributions","Level",0,T50302:18,NONE
Y007RA,"Business","Fisher Quantity Index","Level",0,T50603:7,NONE
Y007RC,"Business","Current Dollars","Level",-6,T50605:7,Y006RC
Y007RG,"Business","Fisher Price Index","Level",0,T50604:7,NONE
Y007RL,"Business","Fisher Quantity Index","Percent change, annual rate",0,T50601:7,NONE
Y007RW,"Business","Quantity Contributions","Level",0,T50602:7,NONE
Y007RX,"Business","Chained Dollars","Level",-6,T50606:7,NONE
Y008RA,"All other nonmanufacturing","Fisher Quantity Index","Level",0,T50603:18,NONE
Y008RC,"All other nonmanufacturing","Current Dollars","Level",-6,T50605:18,Y028RC
Y008RG,"All other nonmanufacturing","Fisher Price Index","Level",0,T50604:18,NONE
Y008RL,"All other nonmanufacturing","Fisher Quantity Index","Percent change, annual rate",0,T50601:18,NONE
Y008RW,"All other nonmanufacturing","Quantity Contributions","Level",0,T50602:18,NONE
Y008RX,"All other nonmanufacturing","Chained Dollars","Level",-6,T50606:18,NONE
Y009RA,"Pharmaceutical and medicine manufacturing","Fisher Quantity Index","Level",0,T50603:9,NONE
Y009RC,"Pharmaceutical and medicine manufacturing","Current Dollars","Level",-6,T50605:9,Y027RC
Y009RG,"Pharmaceutical and medicine manufacturing","Fisher Price Index","Level",0,T50604:9,NONE
Y009RL,"Pharmaceutical and medicine manufacturing","Fisher Quantity Index","Percent change, annual rate",0,T50601:9,NONE
Y009RW,"Pharmaceutical and medicine manufacturing","Quantity Contributions","Level",0,T50602:9,NONE
Y009RX,"Pharmaceutical and medicine manufacturing","Chained Dollars","Level",-6,T50606:9,NONE
Y010RA,"Chemical manufacturing, excluding pharmaceutical and medicine","Fisher Quantity Index","Level",0,T50603:10,NONE
Y010RC,"Chemical manufacturing, excluding pharmaceutical and medicine","Current Dollars","Level",-6,T50605:10,Y027RC
Y010RG,"Chemical manufacturing, excluding pharmaceutical and medicine","Fisher Price Index","Level",0,T50604:10,NONE
Y010RL,"Chemical manufacturing, excluding pharmaceutical and medicine","Fisher Quantity Index","Percent change, annual rate",0,T50601:10,NONE
Y010RW,"Chemical manufacturing, excluding pharmaceutical and medicine","Quantity Contributions","Level",0,T50602:10,NONE
Y010RX,"Chemical manufacturing, excluding pharmaceutical and medicine","Chained Dollars","Level",-6,T50606:10,NONE
Y012RA,"Semiconductor and other electronic component manufacturing","Fisher Quantity Index","Level",0,T50603:11,NONE
Y012RC,"Semiconductor and other electronic component manufacturing","Current Dollars","Level",-6,T50605:11,Y027RC
Y012RG,"Semiconductor and other electronic component manufacturing","Fisher Price Index","Level",0,T50604:11,NONE
Y012RL,"Semiconductor and other electronic component manufacturing","Fisher Quantity Index","Percent change, annual rate",0,T50601:11,NONE
Y012RW,"Semiconductor and other electronic component manufacturing","Quantity Contributions","Level",0,T50602:11,NONE
Y012RX,"Semiconductor and other electronic component manufacturing","Chained Dollars","Level",-6,T50606:11,NONE
Y013RA,"Other computer and electronic product manufacturing","Fisher Quantity Index","Level",0,T50603:12,NONE
Y013RC,"Other computer and electronic product manufacturing","Current Dollars","Level",-6,T50605:12,Y027RC
Y013RG,"Other computer and electronic product manufacturing","Fisher Price Index","Level",0,T50604:12,NONE
